,Код,Наименование,Рекомендованная цена
8655,2900001925143,"Печатная продукция 1С:Предприятие 8. Учет в управляющих компаниях ЖКХ, ТСЖ и ЖСК (25 шт., А4)",
8656,4601546089120,"Печатная продукция 1С:Предприятие 8. Управление строительной организацией (25 шт., А4)",
8657,4601546076182,"Печатная продукция 1С:Предприятие 8. Управление теплосетью (25 шт., А4)",
8658,2900001932585,"Печатная продукция 1С:Предприятие 8. Фастфуд. Фронт-офис (25 шт., А4)",
8659,4601546105387,"Печатная продукция 1С:Предприятие 8. Фитнес клуб (25 шт., А4)",
8660,4601546090942,"Печатная продукция 1С:Предприятие 8. Хлебобулочное и кондитерское производство (25 шт., А4)",
8661,4601546095473,"Печатная продукция 1С:Предприятие 8. Центр спутникового мониторинга ГЛОНАСС/GPS (25 шт., А4)",
8662,2900003699011,"Печатная продукция 1С:ERP Энергетика 2 (25 шт., А4)",
8663,4601546095145,"Печатная продукция 1С:Предприятие 8. Энергетика. Управление распределительной сетевой компанией (25 шт., А4)",
8664,4601546101341,"Печатная продукция 1С:Предприятие 8. Энергетика. Управление сбытом и закупками электроэнергии (25 шт., А4)",
8665,2900001976824,"Печатная продукция листовка 1С:УНФ. Полиграфия 2 (25 шт., А4)",
8666,4601546102294,"Печатная продукция 1С:Психодиагностика (25 шт., А4)",
8667,4601546104656,"Печатная продукция 1С:Розница 8. Аптека (25 шт., А4)",
8668,4601546103529,"Печатная продукция 1С:Розница 8. Магазин одежды и обуви (25 шт., А4)",
8669,4601546028983,"Печатная продукция 1С:Смета (100 шт., А4)",
8670,4601546122032,"Печатная продукция 1С:Страховая компания 8 КОРП (25 шт., А4)",
8671,2900001519717,"Печатная продукция 1С:Театр (А4, 10 шт.)",
8672,2900001482400,"Печатная продукция 1С:Университет ПРОФ (10 шт., А3)",
8673,2900003702612,"Печатная продукция 1С:УНФ+РМ Управление проектной фирмой (25 шт., А4)",
8674,2900001968140,"Печатная продукция 1С:Управление мукомольным, крупяным, комбикормовым и масложировым производством. Модуль для 1С:ERP и 1C:КА2 (25 шт., А4)",
8675,2900001939461,"Печатная продукция 1С:Управление нашей строительной фирмой (25 шт., А4)",
8676,2900003663661,"Печатная продукция листовка 1С:УНФ 8. Управление предприятием общепита (25 шт., А4)",
8677,4601546036858,"Печатная продукция 1С:Управление проектным офисом (100 шт., А4)",
8678,2900002101928,Печатная продукция 1С:Управление учебным центром (50 шт. А3),
8679,4601546105264,"Печатная продукция 1С:Управляющий 8 (25 шт., А3)",
8680,2900001656672,"Печатная продукция 1С:Школа. Дошкольное образование, 6-7 лет (25 шт.)",
8681,4601546108456,"Печатная продукция 1С:Школьная проходная (А4, 10 шт.)",
8682,4601546106070,"Печатная продукция 1С:Школьный аттестат (А5, 10 шт.)",
8683,4601546089649,"Печатная продукция 1С:Электронное обучение. Конструктор курсов (50 шт., А4)",
8684,4601546089656,"Печатная продукция 1С:Электронное обучение. Корпоративный университет (50 шт., А3)",
8685,4601546089656кмпл.,"Печатная продукция 1С:Электронное обучение. Корпоративный университет (50 шт., А3) для выставок",
